ID_Expediente,CURP,RFC,Nombre,Apellido_Paterno,Apellido_Materno,Fecha_Nacimiento,Edad,Sexo_Biologico,Estado,Latitud,Longitud,Afiliacion_Salud,Numero_Seguridad_Social,Tipo_Servicio_Ingreso,Antecedentes_Familiares_Diabetes,Antecedentes_Familiares_Hipertension,Antecedentes_Familiares_Cancer,Antecedentes_Personales_Tabaquismo,Antecedentes_Personales_Alcoholismo,Alergias_Declaradas,Clasificacion_Triage,Presion_Sistolica_mmHg,Presion_Diastolica_mmHg,Frecuencia_Cardiaca_lpm,Frecuencia_Respiratoria_rpm,Temperatura_C,Saturacion_Oxigeno_SpO2,Estatura_cm,Peso_kg,IMC,Estado_Nutricional,CIE10_Diagnostico,Diagnostico_Principal,Sintoma_Principal,Tratamiento_Farmacologico,Medico_Tratante_Cedula,Fecha_Hora_Apertura_Expediente
EXP-2026-00529,PELM730116MPLÉÓR09,PELM730116089,María Margarita,Pérez,López,1973-01-16,53,FEMENINO,Puebla,20.631111,-98.236234,Particular,10-49-15-3584,Pediatría,No,Sí,No,No,Sí,Medio de Contraste Yodado,Amarillo / Valorable,150,94,75,14,36.5,96,151.5,65.2,28.4,Sobrepeso,I10,Hipertensión Arterial Esencial,Cefalea holocraneal pulsátil y acúfenos,Losartán 50mg cada 12 hrs VO + Amlodipino 5mg cada 24 hrs VO,6111447,2026-06-28 08:21:04
EXP-2026-00530,RART560324MPLMDR07,RART560324360,Teresa María,Ramírez,Rodríguez,1956-03-24,70,FEMENINO,Puebla,19.703776,-97.315522,IMSS-Bienestar,23-70-81-3751,Urgencias,Sí,Sí,No,No,No,Penicilina,Verde / No Urgente,122,79,74,15,36.6,98,155.0,63.5,26.4,Sobrepeso,E11,Diabetes Mellitus Tipo 2,"Poliuria, polidipsia y fatiga crónica",Metformina 850mg cada 12 hrs VO + Empagliflozina 10mg al día VO,8689437,2026-06-05 02:33:04
EXP-2026-00531,MOCG890427MPLRRB03,MOCG890427990,Gabriela,Morales,Cruz,1989-04-27,37,FEMENINO,Puebla,20.391068,-96.810831,IMSS,57-29-75-8791,Urgencias,No,No,No,Sí,Sí,Ninguna,Naranja / Urgencia,121,81,115,22,36.5,89,158.3,57.6,23.0,Normal,J45.9,Asma Bronquial Exacerbada,Disnea de medianos esfuerzos y sibilancias espiratorias bilaterales,Salbutamol 2 disparos cada 4 hrs en aerosol + Budesonida inhalada,3945005,2026-03-18 20:55:04
EXP-2026-00532,CAPL510723HPLSÉS02,CAPL510723J79,Luis Jesús,Castro,Pérez,1951-07-23,75,MASCULINO,Puebla,19.742147,-97.18113,IMSS-Bienestar,49-36-21-5289,Consulta General,No,Sí,Sí,No,Sí,Ninguna,Verde / No Urgente,117,81,77,15,36.6,99,158.9,74.9,29.7,Sobrepeso,N18.4,Insuficiencia Renal Crónica Estadío 4,"Edema de miembros inferiores, astenia y oliguria",Eritropoyetina 4000 UI SC semanal + Carbonato de Calcio 500mg con comidas,7162057,2026-01-24 04:53:04
EXP-2026-00533,VULM950420MPLÁÓR02,VULM950420G88,Margarita,Vázquez,López,1995-04-20,31,FEMENINO,Puebla,19.808721,-97.148855,ISSSTEP,90-89-34-7612,Medicina Interna,No,Sí,No,No,No,Penicilina,Verde / No Urgente,118,81,71,15,36.5,99,147.1,61.9,28.6,Sobrepeso,E11,Diabetes Mellitus Tipo 2,"Poliuria, polidipsia y fatiga crónica",Metformina 850mg cada 12 hrs VO + Empagliflozina 10mg al día VO,8511079,2026-04-12 21:54:04
EXP-2026-00534,MOGM720107HPLRNN03,MOGM720107178,Manuel Miguel,Morales,González,1972-01-07,54,MASCULINO,Puebla,19.431308,-96.964653,IMSS,72-95-84-7211,Consulta General,No,Sí,No,Sí,No,Sulfonamidas,Verde / No Urgente,118,76,70,15,36.6,99,164.7,71.9,26.5,Sobrepeso,E11,Diabetes Mellitus Tipo 2,"Poliuria, polidipsia y fatiga crónica",Metformina 850mg cada 12 hrs VO + Empagliflozina 10mg al día VO,9823222,2026-01-19 06:46:04
EXP-2026-00535,GURL620429MPLTDS09,GURL620429N79,Luisa Gabriela,Gutiérrez,Rodríguez,1962-04-29,64,FEMENINO,Puebla,18.588554,-97.055377,IMSS-Bienestar,51-69-80-1663,Consulta General,No,Sí,No,No,Sí,Sulfonamidas,Naranja / Urgencia,170,106,68,16,36.7,98,149.2,63.2,28.4,Sobrepeso,I10,Hipertensión Arterial Esencial,Cefalea holocraneal pulsátil y acúfenos,Losartán 50mg cada 12 hrs VO + Amlodipino 5mg cada 24 hrs VO,6955447,2026-02-13 13:20:04
EXP-2026-00536,VUDF010501HPLÁÍR04,VUDF010501757,Francisco Luis,Vázquez,Díaz,2001-05-01,25,MASCULINO,Puebla,18.441491,-97.754882,ISSSTE,30-26-43-4903,Medicina Interna,No,No,Sí,No,Sí,Ninguna,Naranja / Urgencia,119,79,111,27,36.3,92,168.8,75.1,26.4,Sobrepeso,J45.9,Asma Bronquial Exacerbada,Disnea de medianos esfuerzos y sibilancias espiratorias bilaterales,Salbutamol 2 disparos cada 4 hrs en aerosol + Budesonida inhalada,1460200,2026-04-07 12:19:04
EXP-2026-00537,TOMA491125HPLRRL03,TOMA491125V96,Alejandro Pedro,Torres,Morales,1949-11-25,76,MASCULINO,Puebla,19.127955,-97.117893,ISSSTE,45-37-99-1743,Consulta General,Sí,No,No,No,No,Ninguna,Amarillo / Valorable,119,77,102,18,38.0,99,163.0,88.6,33.3,Obesidad,A09,Gastroenteritis Infecciosa,"Evacuaciones líquidas recurrentes, dolor cólico y náusea",Ciprofloxacino 500mg cada 12 hrs VO por 5 días + Loperamida si aplica,2021472,2026-02-19 07:20:04
EXP-2026-00538,RELV791231MPLYÓR08,RELV791231W52,Verónica Leticia,Reyes,López,1979-12-31,46,FEMENINO,Puebla,18.610518,-98.218914,ISSSTEP,84-67-14-6901,Urgencias,Sí,Sí,No,Sí,Sí,Ninguna,Verde / No Urgente,117,76,74,15,36.3,97,153.4,77.0,32.7,Obesidad,E11,Diabetes Mellitus Tipo 2,"Poliuria, polidipsia y fatiga crónica",Metformina 850mg cada 12 hrs VO + Empagliflozina 10mg al día VO,9049796,2026-04-23 02:31:04
EXP-2026-00539,MOGJ910110HPLRRR05,MOGJ910110246,Jorge Ricardo,Morales,García,1991-01-10,35,MASCULINO,Puebla,19.052303,-98.142062,IMSS-Bienestar,66-83-45-9722,Urgencias,Sí,Sí,No,No,No,Ninguna,Amarillo / Valorable,120,78,96,19,37.8,98,161.1,86.9,33.5,Obesidad,A09,Gastroenteritis Infecciosa,"Evacuaciones líquidas recurrentes, dolor cólico y náusea",Ciprofloxacino 500mg cada 12 hrs VO por 5 días + Loperamida si aplica,3054464,2026-02-02 19:46:04
EXP-2026-00540,DACF730526HPLÍSR05,DACF730526M39,Francisco Manuel,Díaz,Castro,1973-05-26,53,MASCULINO,Puebla,18.783038,-97.410098,ISSSTE,96-87-19-1789,Urgencias,Sí,No,No,No,No,Ninguna,Amarillo / Valorable,145,108,69,14,36.4,99,163.7,82.0,30.6,Obesidad,I10,Hipertensión Arterial Esencial,Cefalea holocraneal pulsátil y acúfenos,Losartán 50mg cada 12 hrs VO + Amlodipino 5mg cada 24 hrs VO,9400452,2026-07-09 23:17:04
EXP-2026-00541,RATR360505HPLMRF08,RATR360505887,Rafael Jorge,Ramírez,Torres,1936-05-05,90,MASCULINO,Puebla,19.548751,-96.97071,IMSS-Bienestar,57-31-44-1904,Medicina Interna,Sí,No,No,No,No,Sulfonamidas,Verde / No Urgente,119,77,78,18,36.7,98,168.2,84.2,29.8,Sobrepeso,E11,Diabetes Mellitus Tipo 2,"Poliuria, polidipsia y fatiga crónica",Metformina 850mg cada 12 hrs VO + Empagliflozina 10mg al día VO,9582280,2026-02-08 05:53:04
EXP-2026-00542,GEMF740224HPLÓRR02,GEMF740224X76,Francisco,Gómez,Morales,1974-02-24,52,MASCULINO,Puebla,20.142182,-97.874976,Particular,35-47-73-5428,Consulta General,Sí,Sí,No,No,No,Ninguna,Amarillo / Valorable,117,77,94,21,37.8,96,163.4,100.3,37.6,Obesidad,A09,Gastroenteritis Infecciosa,"Evacuaciones líquidas recurrentes, dolor cólico y náusea",Ciprofloxacino 500mg cada 12 hrs VO por 5 días + Loperamida si aplica,5146735,2026-06-10 11:27:04
EXP-2026-00543,GAJP510821MPLRMT04,GAJP510821G82,Patricia,García,Jiménez,1951-08-21,74,FEMENINO,Puebla,18.40363,-96.867687,ISSSTE,74-51-31-5299,Urgencias,No,Sí,No,Sí,No,Medio de Contraste Yodado,Amarillo / Valorable,119,82,101,20,37.8,96,153.6,78.1,33.1,Obesidad,A09,Gastroenteritis Infecciosa,"Evacuaciones líquidas recurrentes, dolor cólico y náusea",Ciprofloxacino 500mg cada 12 hrs VO por 5 días + Loperamida si aplica,1861316,2026-03-01 15:58:04
EXP-2026-00544,REMG491126MPLYRD00,REMG491126567,Guadalupe Sofia,Reyes,Morales,1949-11-26,76,FEMENINO,Puebla,18.329823,-98.34233,ISSSTEP,26-13-71-1703,Consulta General,No,Sí,Sí,No,Sí,Sulfonamidas,Naranja / Urgencia,172,93,77,15,36.4,96,148.0,51.2,23.4,Normal,I10,Hipertensión Arterial Esencial,Cefalea holocraneal pulsátil y acúfenos,Losartán 50mg cada 12 hrs VO + Amlodipino 5mg cada 24 hrs VO,8672246,2026-03-04 05:37:04
EXP-2026-00545,MACJ590821HPLRSN03,MACJ590821I85,Juan Rafael,Martínez,Castro,1959-08-21,66,MASCULINO,Puebla,19.63996,-97.307749,ISSSTEP,77-56-11-2839,Medicina Interna,Sí,Sí,No,No,No,Ninguna,Verde / No Urgente,122,79,77,14,36.5,99,164.3,69.7,25.8,Sobrepeso,N18.4,Insuficiencia Renal Crónica Estadío 4,"Edema de miembros inferiores, astenia y oliguria",Eritropoyetina 4000 UI SC semanal + Carbonato de Calcio 500mg con comidas,8346130,2026-03-01 01:15:04
EXP-2026-00546,GESV730822MPLÓÁR09,GESV730822C72,Verónica Patricia,Gómez,Sánchez,1973-08-22,52,FEMENINO,Puebla,18.611805,-96.928683,IMSS-Bienestar,12-51-73-3869,Pediatría,Sí,Sí,Sí,No,No,Ninguna,Naranja / Urgencia,116,76,111,28,36.6,90,149.3,74.1,33.2,Obesidad,J45.9,Asma Bronquial Exacerbada,Disnea de medianos esfuerzos y sibilancias espiratorias bilaterales,Salbutamol 2 disparos cada 4 hrs en aerosol + Budesonida inhalada,5495233,2026-02-21 03:45:04
EXP-2026-00547,LEMM680326HPLÓRN04,LEMM680326Z31,Manuel Manuel,López,Martínez,1968-03-26,58,MASCULINO,Puebla,18.214035,-97.567051,IMSS-Bienestar,28-46-60-8118,Consulta General,Sí,Sí,No,No,Sí,Ninguna,Verde / No Urgente,119,82,73,17,36.7,99,174.6,79.7,26.1,Sobrepeso,N18.4,Insuficiencia Renal Crónica Estadío 4,"Edema de miembros inferiores, astenia y oliguria",Eritropoyetina 4000 UI SC semanal + Carbonato de Calcio 500mg con comidas,1087055,2026-07-04 23:02:04
EXP-2026-00548,RAGR800318HPLMRF07,RAGR800318863,Rafael Fernando,Ramírez,García,1980-03-18,46,MASCULINO,Puebla,18.553397,-98.31725,ISSSTEP,71-34-22-8192,Medicina Interna,Sí,No,Sí,No,No,Ninguna,Amarillo / Valorable,119,78,90,22,38.0,99,163.5,51.3,19.2,Normal,N39.0,Infección de Vías Urinarias,"Disuria, tenesmo vesical y dolor suprapúbico",Nitrofurantoína 100mg cada 6 hrs VO por 7 días,4520730,2026-04-23 05:24:04
EXP-2026-00549,VUGJ660516HPLÁÓS06,VUGJ660516R66,José Rafael,Vázquez,Gómez,1966-05-16,60,MASCULINO,Puebla,19.93918,-98.01987,IMSS,32-90-70-4602,Pediatría,Sí,No,No,No,Sí,Penicilina,Naranja / Urgencia,118,79,99,28,36.3,89,173.2,68.1,22.7,Normal,J45.9,Asma Bronquial Exacerbada,Disnea de medianos esfuerzos y sibilancias espiratorias bilaterales,Salbutamol 2 disparos cada 4 hrs en aerosol + Budesonida inhalada,4514387,2026-04-27 06:50:04
EXP-2026-00550,FOLL920716MPLLÓS09,FOLL920716792,Luisa Guadalupe,Flores,López,1992-07-16,34,FEMENINO,Puebla,18.11103,-97.310137,Particular,82-82-57-6791,Urgencias,No,No,No,No,Sí,Medio de Contraste Yodado,Amarillo / Valorable,142,103,70,16,36.2,96,146.5,59.6,27.8,Sobrepeso,I10,Hipertensión Arterial Esencial,Cefalea holocraneal pulsátil y acúfenos,Losartán 50mg cada 12 hrs VO + Amlodipino 5mg cada 24 hrs VO,1720289,2026-03-25 20:17:04
EXP-2026-00551,FOGJ770402HPLLTR08,FOGJ770402379,Jorge Juan,Flores,Gutiérrez,1977-04-02,49,MASCULINO,Puebla,18.835169,-96.853244,IMSS-Bienestar,41-33-92-1025,Pediatría,Sí,Sí,Sí,Sí,Sí,Ninguna,Amarillo / Valorable,116,80,89,19,39.3,98,165.3,83.3,30.5,Obesidad,N39.0,Infección de Vías Urinarias,"Disuria, tenesmo vesical y dolor suprapúbico",Nitrofurantoína 100mg cada 6 hrs VO por 7 días,4687055,2026-07-09 17:47:04
EXP-2026-00552,RASF030324HPLMÁR04,RASF030324V66,Francisco Fernando,Ramírez,Sánchez,2003-03-24,23,MASCULINO,Puebla,20.026482,-97.21277,ISSSTEP,76-42-69-9305,Pediatría,No,Sí,No,Sí,Sí,Ninguna,Naranja / Urgencia,122,82,103,22,36.5,89,157.5,71.9,29.0,Sobrepeso,J45.9,Asma Bronquial Exacerbada,Disnea de medianos esfuerzos y sibilancias espiratorias bilaterales,Salbutamol 2 disparos cada 4 hrs en aerosol + Budesonida inhalada,8852563,2026-07-02 09:56:04
EXP-2026-00553,GOCJ990502HPLNSS03,GOCJ990502Y86,José Luis,González,Castro,1999-05-02,27,MASCULINO,Puebla,20.611203,-98.190173,Particular,14-79-83-8959,Urgencias,Sí,Sí,No,No,No,AINES (Aspirina/Ibuprofeno),Amarillo / Valorable,122,81,94,21,37.6,99,166.0,78.1,28.3,Sobrepeso,N39.0,Infección de Vías Urinarias,"Disuria, tenesmo vesical y dolor suprapúbico",Nitrofurantoína 100mg cada 6 hrs VO por 7 días,4926977,2026-02-12 21:32:04
EXP-2026-00554,CURR890411MPLRDS04,CURR890411Q31,Rosa María,Cruz,Rodríguez,1989-04-11,37,FEMENINO,Puebla,19.562982,-96.84421,IMSS-Bienestar,85-33-67-3478,Consulta General,No,Sí,No,Sí,No,Medio de Contraste Yodado,Naranja / Urgencia,119,77,107,24,36.6,92,147.5,64.6,29.7,Sobrepeso,J45.9,Asma Bronquial Exacerbada,Disnea de medianos esfuerzos y sibilancias espiratorias bilaterales,Salbutamol 2 disparos cada 4 hrs en aerosol + Budesonida inhalada,2800276,2026-03-30 03:18:04
EXP-2026-00555,LECJ070609HPLÓRR03,LECJ070609U93,Jorge,López,Cruz,2007-06-09,19,MASCULINO,Puebla,18.103051,-97.850764,ISSSTEP,50-39-80-9828,Urgencias,No,No,No,Sí,No,Sulfonamidas,Verde / No Urgente,118,80,72,15,36.6,98,171.0,101.5,34.7,Obesidad,J00,Rinofaringitis Aguda,"Rinorrea hialina, odinofagia intensa y estornudos",Paracetamol 500mg cada 8 hrs VO + Loratadina 10mg cada 24 hrs VO,9028361,2026-05-31 01:13:04
EXP-2026-00556,FODJ960326HPLLÍS08,FODJ960326034,Jesús,Flores,Díaz,1996-03-26,30,MASCULINO,Puebla,19.387962,-97.634116,IMSS,26-22-15-3114,Medicina Interna,No,Sí,No,No,No,Ninguna,Verde / No Urgente,118,76,74,16,36.2,97,169.9,57.6,20.0,Normal,N18.4,Insuficiencia Renal Crónica Estadío 4,"Edema de miembros inferiores, astenia y oliguria",Eritropoyetina 4000 UI SC semanal + Carbonato de Calcio 500mg con comidas,8950789,2026-07-09 05:10:04
EXP-2026-00557,RAGJ061120HPLMTS09,RAGJ061120756,Jesús Luis,Ramírez,Gutiérrez,2006-11-20,19,MASCULINO,Puebla,20.480955,-96.955712,ISSSTEP,27-16-70-7912,Urgencias,No,Sí,No,No,No,Medio de Contraste Yodado,Verde / No Urgente,120,78,71,18,36.6,99,157.9,83.1,33.3,Obesidad,E11,Diabetes Mellitus Tipo 2,"Poliuria, polidipsia y fatiga crónica",Metformina 850mg cada 12 hrs VO + Empagliflozina 10mg al día VO,6192518,2026-07-02 05:04:04
EXP-2026-00558,LEDL611015HPLÓÍS09,LEDL611015Q50,Luis Ricardo,López,Díaz,1961-10-15,64,MASCULINO,Puebla,18.115351,-97.509452,IMSS,47-17-14-2304,Pediatría,No,Sí,No,No,Sí,Sulfonamidas,Verde / No Urgente,116,82,71,16,36.6,97,174.2,78.6,25.9,Sobrepeso,N18.4,Insuficiencia Renal Crónica Estadío 4,"Edema de miembros inferiores, astenia y oliguria",Eritropoyetina 4000 UI SC semanal + Carbonato de Calcio 500mg con comidas,7111426,2026-05-30 06:11:04
EXP-2026-00559,LEGT620619MPLÓRR01,LEGT620619Y43,Teresa,López,García,1962-06-19,64,FEMENINO,Puebla,19.980543,-97.475005,Particular,46-53-17-8986,Medicina Interna,No,No,No,Sí,Sí,Medio de Contraste Yodado,Rojo / Emergencia,118,80,110,25,36.5,86,161.2,67.6,26.0,Sobrepeso,J45.9,Asma Bronquial Exacerbada,Disnea de medianos esfuerzos y sibilancias espiratorias bilaterales,Salbutamol 2 disparos cada 4 hrs en aerosol + Budesonida inhalada,2189694,2026-07-03 04:15:04
EXP-2026-00560,HETC891004MPLRRR09,HETC891004650,Carmen Ana,Hernández,Torres,1989-10-04,36,FEMENINO,Puebla,20.15203,-97.034494,Particular,90-52-68-7491,Consulta General,No,Sí,No,No,No,Ninguna,Verde / No Urgente,118,79,69,14,36.3,98,147.3,69.5,32.0,Obesidad,J00,Rinofaringitis Aguda,"Rinorrea hialina, odinofagia intensa y estornudos",Paracetamol 500mg cada 8 hrs VO + Loratadina 10mg cada 24 hrs VO,3944447,2026-04-19 21:37:04
EXP-2026-00561,LEMP920803MPLÓRT05,LEMP920803D93,Patricia,López,Martínez,1992-08-03,33,FEMENINO,Puebla,19.748943,-97.307688,IMSS-Bienestar,22-64-26-6695,Urgencias,No,Sí,No,No,Sí,Medio de Contraste Yodado,Amarillo / Valorable,118,81,93,20,39.2,99,154.1,43.3,18.2,Desnutrición / Bajo Peso,A09,Gastroenteritis Infecciosa,"Evacuaciones líquidas recurrentes, dolor cólico y náusea",Ciprofloxacino 500mg cada 12 hrs VO por 5 días + Loperamida si aplica,8616214,2026-04-14 14:42:04
EXP-2026-00562,REGV150922MPLYNR08,REGV150922374,Verónica,Reyes,González,2015-09-22,10,FEMENINO,Puebla,18.668236,-97.798319,Particular,30-56-28-4385,Pediatría,No,No,No,No,No,Medio de Contraste Yodado,Verde / No Urgente,122,82,75,18,36.3,97,94.9,24.4,27.1,Sobrepeso,J00,Rinofaringitis Aguda,"Rinorrea hialina, odinofagia intensa y estornudos",Paracetamol 500mg cada 8 hrs VO + Loratadina 10mg cada 24 hrs VO,9660885,2026-06-12 13:27:04
EXP-2026-00563,ROSJ980514MPLDÁN01,ROSJ980514928,Juana Guadalupe,Rodríguez,Sánchez,1998-05-14,28,FEMENINO,Puebla,20.539914,-96.97157,IMSS-Bienestar,87-10-75-7637,Pediatría,No,Sí,No,No,No,Ninguna,Verde / No Urgente,116,77,70,18,36.7,99,149.6,81.8,36.6,Obesidad,N18.4,Insuficiencia Renal Crónica Estadío 4,"Edema de miembros inferiores, astenia y oliguria",Eritropoyetina 4000 UI SC semanal + Carbonato de Calcio 500mg con comidas,5085639,2026-03-20 17:08:04
EXP-2026-00564,SETS841014MPLÁRF05,SETS841014P73,Sofia Ana,Sánchez,Torres,1984-10-14,41,FEMENINO,Puebla,20.409107,-97.533707,Particular,49-57-39-6624,Urgencias,Sí,No,No,No,Sí,Penicilina,Verde / No Urgente,122,77,77,17,36.2,97,156.1,53.5,22.0,Normal,E11,Diabetes Mellitus Tipo 2,"Poliuria, polidipsia y fatiga crónica",Metformina 850mg cada 12 hrs VO + Empagliflozina 10mg al día VO,4976583,2026-04-22 09:49:04
EXP-2026-00565,VUGJ850622HPLÁRS02,VUGJ850622E94,José Carlos,Vázquez,García,1985-06-22,41,MASCULINO,Puebla,19.251596,-97.943837,ISSSTE,24-38-71-6722,Medicina Interna,No,Sí,No,No,No,Ninguna,Verde / No Urgente,122,80,69,15,36.6,96,170.1,73.0,25.2,Sobrepeso,E11,Diabetes Mellitus Tipo 2,"Poliuria, polidipsia y fatiga crónica",Metformina 850mg cada 12 hrs VO + Empagliflozina 10mg al día VO,3083815,2026-01-31 02:13:04
EXP-2026-00566,SEFM540808MPLÁLR04,SEFM540808A42,Margarita María,Sánchez,Flores,1954-08-08,71,FEMENINO,Puebla,20.328775,-98.019051,Particular,42-90-30-2747,Pediatría,No,No,No,Sí,No,Penicilina,Verde / No Urgente,118,82,75,17,36.4,99,156.1,58.4,24.0,Normal,E11,Diabetes Mellitus Tipo 2,"Poliuria, polidipsia y fatiga crónica",Metformina 850mg cada 12 hrs VO + Empagliflozina 10mg al día VO,2699248,2026-06-27 17:36:04
EXP-2026-00567,GECJ480325MPLÓRN06,GECJ480325474,Juana Rosa,Gómez,Cruz,1948-03-25,78,FEMENINO,Puebla,20.291143,-97.742117,IMSS,89-68-57-7901,Pediatría,No,No,No,Sí,No,AINES (Aspirina/Ibuprofeno),Rojo / Emergencia,121,81,96,25,36.4,86,151.0,43.7,19.2,Normal,J45.9,Asma Bronquial Exacerbada,Disnea de medianos esfuerzos y sibilancias espiratorias bilaterales,Salbutamol 2 disparos cada 4 hrs en aerosol + Budesonida inhalada,6033482,2026-06-08 03:20:04
EXP-2026-00568,VUDM870711HPLÁÍG01,VUDM870711494,Miguel,Vázquez,Díaz,1987-07-11,39,MASCULINO,Puebla,19.745884,-98.129339,IMSS-Bienestar,36-80-92-5006,Consulta General,Sí,Sí,No,Sí,No,Penicilina,Amarillo / Valorable,151,95,70,17,36.3,98,172.0,81.8,27.7,Sobrepeso,I10,Hipertensión Arterial Esencial,Cefalea holocraneal pulsátil y acúfenos,Losartán 50mg cada 12 hrs VO + Amlodipino 5mg cada 24 hrs VO,2095303,2026-03-28 02:30:04
EXP-2026-00569,CUGF980117HPLRTR03,CUGF980117X13,Fernando,Cruz,Gutiérrez,1998-01-17,28,MASCULINO,Puebla,18.902052,-97.11215,ISSSTE,45-15-31-8643,Urgencias,No,Sí,No,No,Sí,Medio de Contraste Yodado,Amarillo / Valorable,119,80,93,20,39.4,97,174.1,76.1,25.1,Sobrepeso,A09,Gastroenteritis Infecciosa,"Evacuaciones líquidas recurrentes, dolor cólico y náusea",Ciprofloxacino 500mg cada 12 hrs VO por 5 días + Loperamida si aplica,3766341,2026-01-26 13:19:04
EXP-2026-00570,HEGJ910904HPLRNS09,HEGJ910904X46,Jesús,Hernández,González,1991-09-04,34,MASCULINO,Puebla,20.114181,-97.388716,ISSSTE,53-60-37-3298,Consulta General,No,No,No,No,No,Ninguna,Amarillo / Valorable,119,76,88,21,37.7,96,169.3,63.6,22.2,Normal,N39.0,Infección de Vías Urinarias,"Disuria, tenesmo vesical y dolor suprapúbico",Nitrofurantoína 100mg cada 6 hrs VO por 7 días,1232323,2026-05-17 23:26:04
EXP-2026-00571,RARC181225HPLMYR04,RARC181225W94,Carlos Alejandro,Ramírez,Reyes,2018-12-25,7,MASCULINO,Puebla,19.532464,-97.905641,ISSSTEP,46-88-89-3938,Pediatría,Sí,Sí,Sí,No,No,Ninguna,Verde / No Urgente,122,76,75,14,36.3,97,133.8,11.5,6.4,Desnutrición / Bajo Peso,J00,Rinofaringitis Aguda,"Rinorrea hialina, odinofagia intensa y estornudos",Paracetamol 500mg cada 8 hrs VO + Loratadina 10mg cada 24 hrs VO,9075484,2026-05-26 21:43:04
EXP-2026-00572,JITV851229MPLMRR09,JITV851229977,Verónica,Jiménez,Torres,1985-12-29,40,FEMENINO,Puebla,18.990435,-97.811392,IMSS,32-66-94-6942,Consulta General,No,No,Sí,No,Sí,Ninguna,Verde / No Urgente,120,76,70,15,36.5,98,150.7,79.7,35.1,Obesidad,E11,Diabetes Mellitus Tipo 2,"Poliuria, polidipsia y fatiga crónica",Metformina 850mg cada 12 hrs VO + Empagliflozina 10mg al día VO,2613740,2026-07-12 05:56:04
EXP-2026-00573,CARM780813MPLSDR03,CARM780813P58,Margarita Margarita,Castro,Rodríguez,1978-08-13,47,FEMENINO,Puebla,18.712258,-98.365204,ISSSTE,78-52-81-9682,Consulta General,No,Sí,No,No,No,Medio de Contraste Yodado,Verde / No Urgente,122,81,68,17,36.5,99,165.1,66.4,24.4,Normal,N18.4,Insuficiencia Renal Crónica Estadío 4,"Edema de miembros inferiores, astenia y oliguria",Eritropoyetina 4000 UI SC semanal + Carbonato de Calcio 500mg con comidas,7831872,2026-05-24 14:44:04
EXP-2026-00574,REGE850511MPLYTL00,REGE850511P79,Elena Luisa,Reyes,Gutiérrez,1985-05-11,41,FEMENINO,Puebla,18.242483,-97.358215,ISSSTEP,16-43-44-5518,Medicina Interna,Sí,Sí,No,Sí,No,Ninguna,Verde / No Urgente,122,80,75,15,36.4,96,159.7,79.5,31.2,Obesidad,J00,Rinofaringitis Aguda,"Rinorrea hialina, odinofagia intensa y estornudos",Paracetamol 500mg cada 8 hrs VO + Loratadina 10mg cada 24 hrs VO,7069390,2026-06-19 12:39:04
EXP-2026-00575,RAHM030505HPLMRN04,RAHM030505Z93,Manuel Miguel,Ramírez,Hernández,2003-05-05,23,MASCULINO,Puebla,19.425951,-98.210282,ISSSTE,94-20-66-6489,Consulta General,No,No,No,No,No,Medio de Contraste Yodado,Verde / No Urgente,116,78,72,15,36.3,98,165.1,90.0,33.0,Obesidad,E11,Diabetes Mellitus Tipo 2,"Poliuria, polidipsia y fatiga crónica",Metformina 850mg cada 12 hrs VO + Empagliflozina 10mg al día VO,3593745,2026-07-03 18:35:04
EXP-2026-00576,GORM681214HPLNDG01,GORM681214057,Miguel Luis,González,Rodríguez,1968-12-14,57,MASCULINO,Puebla,20.375386,-97.782827,IMSS-Bienestar,99-48-30-8587,Consulta General,No,No,No,No,No,AINES (Aspirina/Ibuprofeno),Verde / No Urgente,116,77,73,17,36.5,97,162.8,80.3,30.3,Obesidad,E11,Diabetes Mellitus Tipo 2,"Poliuria, polidipsia y fatiga crónica",Metformina 850mg cada 12 hrs VO + Empagliflozina 10mg al día VO,4255280,2026-03-02 01:31:04
EXP-2026-00577,MOGR200523MPLRNS03,MOGR200523Y31,Rosa Sofia,Morales,González,2020-05-23,6,FEMENINO,Puebla,19.630316,-97.677188,ISSSTEP,68-33-93-7199,Pediatría,No,No,Sí,No,No,Ninguna,Verde / No Urgente,121,79,71,16,36.2,98,130.7,17.5,10.2,Desnutrición / Bajo Peso,J00,Rinofaringitis Aguda,"Rinorrea hialina, odinofagia intensa y estornudos",Paracetamol 500mg cada 8 hrs VO + Loratadina 10mg cada 24 hrs VO,6207797,2026-05-10 15:14:04
EXP-2026-00578,FOVG970730MPLLÁB08,FOVG970730B18,Gabriela Sofia,Flores,Vázquez,1997-07-30,28,FEMENINO,Puebla,20.489255,-98.25355,ISSSTEP,60-69-62-6752,Urgencias,No,Sí,No,No,No,Ninguna,Rojo / Emergencia,120,77,98,24,36.3,88,154.3,73.5,30.9,Obesidad,J45.9,Asma Bronquial Exacerbada,Disnea de medianos esfuerzos y sibilancias espiratorias bilaterales,Salbutamol 2 disparos cada 4 hrs en aerosol + Budesonida inhalada,2399263,2026-04-21 15:57:04
